AutoID,Year,Date,ColonyName,Subcolony,DottingAreaNumber,CameraNumber,CardNumber,PhotoNumber,PQ,SpeciesCode,WBN,ChickNest,ChickNestw/outAdult,Brood,AbandNest,EmptyNest,PBN,Territory,Site,OtherBirds,Dotter,DateDotted,BestForBPE?,Notes,AdditionalNotes
4572,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"1","1","3","3599","E","BLSK",0,13,0,0,0,0,0,0,202,139,"PJC","07/22/22 00:00:00","Y",,
4573,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"1","1","3","3599","E","GBTE",0,1,0,0,0,0,0,0,65,20,"PJC","07/22/22 00:00:00","Y",,
4574,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"2","1","3","3582","E","LAGU",0,2,0,0,0,0,0,0,64,41,"PJC","07/23/22 00:00:00","Y",,
4575,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"2","1","3","3582","E","BLSK",0,9,0,0,0,0,0,0,61,61,"PJC","07/23/22 00:00:00","Y",,
4576,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"2","1","3","3582","E","GBTE",0,8,0,0,0,0,0,0,50,13,"PJC","07/23/22 00:00:00","Y",,
4577,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"2","1","3","3582","E","FOTE",0,0,0,0,0,0,0,0,122,53,"PJC","07/23/22 00:00:00","Y",,
4578,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"2","1","3","3582","E","TRHE",0,0,0,0,0,0,0,0,2,1,"PJC","07/23/22 00:00:00","Y",,
4579,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"2","1","3","3582","E","SNEG",0,0,0,0,0,0,0,0,3,0,"PJC","07/23/22 00:00:00","Y",,
4580,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"2","1","3","3582","E","CATE",0,0,0,0,0,0,0,0,0,1,"PJC","07/23/22 00:00:00","Y",,
4581,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"3","1","3","3614","E","LAGU",0,0,0,0,0,0,0,0,11,4,"PJC","07/23/22 00:00:00","Y",,
4582,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"3","1","3","3614","E","BLSK",0,5,0,0,0,0,0,0,52,44,"PJC","07/23/22 00:00:00","Y",,
4583,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"3","1","3","3614","E","GBTE",0,8,0,0,0,0,0,0,24,8,"PJC","07/23/22 00:00:00","Y",,
4584,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"3","1","3","3614","E","FOTE",0,0,0,0,0,0,0,0,31,16,"PJC","07/23/22 00:00:00","Y",,
4585,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"3","1","3","3614","E","TRHE",0,0,0,0,0,0,0,0,3,0,"PJC","07/23/22 00:00:00","Y",,
4586,2021,"06/20/21 00:00:00","West Nueces Bay 51W A",,"3","1","3","3614","E","SNEG",0,0,0,0,0,0,0,0,2,0,"PJC","07/23/22 00:00:00","Y",,
3058,2021,"06/17/21 00:00:00","Gunn Island",,"75","2","2","3800","E","ROYT",0,0,0,0,0,0,0,0,89,3,"PJC","08/21/21 00:00:00","Y",,
3059,2021,"06/17/21 00:00:00","Gunn Island",,"76","2","2","3767","E","GBTE",0,0,0,0,0,0,0,0,38,10,"PJC","08/22/21 00:00:00","Y",,
3060,2021,"06/17/21 00:00:00","Gunn Island",,"76","2","2","3767","E","LAGU",0,0,0,0,0,0,0,0,3,4,"PJC","08/22/21 00:00:00","Y",,
3061,2021,"06/17/21 00:00:00","Gunn Island",,"76","2","2","3767","E","BLSK",0,0,0,0,0,0,0,0,5,13,"PJC","08/22/21 00:00:00","Y",,
3062,2021,"06/17/21 00:00:00","Gunn Island",,"77","2","2","3768","E","GBTE",0,0,0,0,0,0,0,0,17,3,"PJC","08/22/21 00:00:00","Y",,
3063,2021,"06/17/21 00:00:00","Gunn Island",,"78","2","2","3698","E","LAGU",0,0,0,0,0,0,0,0,5,8,"PJC","08/22/21 00:00:00","Y",,
3064,2021,"06/17/21 00:00:00","Gunn Island",,"78","2","2","3698","E","ROYT",0,0,0,0,0,0,0,0,47,3,"PJC","08/22/21 00:00:00","Y",,
3065,2021,"06/17/21 00:00:00","Gunn Island",,"79","2","2","3696","E","ROYT",0,0,0,0,0,0,0,0,75,3,"PJC","08/22/21 00:00:00","Y",,
2846,2021,"06/16/21 00:00:00","Biloxi North 5",,"001","1","1","06315","E","BRPE",0,0,0,0,0,0,0,0,0,2,"EAE","07/12/21 00:00:00","N",,
2847,2021,"06/16/21 00:00:00","Biloxi North 5",,"002","1","1","06316","E","LAGU",0,0,0,0,0,0,0,0,0,7,"EAE","07/12/21 00:00:00","N",,
2848,2021,"06/16/21 00:00:00","Biloxi North 5",,"002","1","1","06316","E","BRPE",0,0,0,0,0,0,0,0,0,4,"EAE","07/12/21 00:00:00","N",,
2849,2021,"06/16/21 00:00:00","Biloxi North 5",,"002","1","1","06316","E","RUTU",0,0,0,0,0,0,0,0,0,1,"EAE","07/12/21 00:00:00","N",,
2850,2021,"06/16/21 00:00:00","Biloxi North 5",,"002","1","1","06316","E","DCCO",0,0,0,0,0,0,0,0,0,1,"EAE","07/12/21 00:00:00","N",,
2851,2021,"06/16/21 00:00:00","Biloxi North 5",,"003","1","1","06318","E","LAGU",0,0,0,0,0,0,0,0,2,6,"EAE","07/12/21 00:00:00","N",,
2852,2021,"06/16/21 00:00:00","Biloxi North 5",,"003","1","1","06318","E","BRPE",0,0,0,0,0,0,0,0,0,2,"EAE","07/12/21 00:00:00","N",,
2853,2021,"06/16/21 00:00:00","Biloxi North 5",,"003","1","1","06318","E","AWPE",0,0,0,0,0,0,0,0,0,15,"EAE","07/12/21 00:00:00","N",,
2854,2021,"06/16/21 00:00:00","Biloxi North 5",,"004","1","1","06321","E","LAGU",0,0,0,0,0,0,0,0,2,3,"EAE","07/12/21 00:00:00","N",,
2855,2021,"06/16/21 00:00:00","Biloxi North 5",,"004","1","1","06321","E","BRPE",0,0,0,0,0,0,0,0,0,2,"EAE","07/12/21 00:00:00","N",,
2856,2021,"05/23/21 00:00:00","Biloxi North 5",,"001","1","3","03000","E","LAGU",0,0,0,0,0,0,0,0,0,8,"EAE","07/12/21 00:00:00","Y",,
2857,2021,"05/23/21 00:00:00","Biloxi North 5",,"001","1","3","03000","E","BLSK",0,0,0,0,0,0,0,0,1,0,"EAE","07/12/21 00:00:00","Y",,
2858,2021,"05/23/21 00:00:00","Biloxi North 5",,"001","1","3","03000","E","DCCO",0,0,0,0,0,0,0,0,0,2,"EAE","07/12/21 00:00:00","Y",,
2859,2021,"05/23/21 00:00:00","Biloxi North 5",,"001","1","3","03000","E","OSPR",0,0,0,0,0,0,0,0,0,1,"EAE","07/12/21 00:00:00","Y",,
2860,2021,"05/23/21 00:00:00","Biloxi North 5",,"002","1","3","03014","E","LAGU",0,0,0,0,0,0,0,0,11,18,"EAE","07/12/21 00:00:00","Y",,
2861,2021,"05/23/21 00:00:00","Biloxi North 5",,"002","1","3","03014","E","BLSK",0,0,0,0,0,0,0,0,34,12,"EAE","07/12/21 00:00:00","Y",,
2862,2021,"05/23/21 00:00:00","Biloxi North 5",,"003","1","3","03018","E","LAGU",0,0,0,0,0,0,0,0,3,6,"EAE","07/12/21 00:00:00","Y",,
2846,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"2","2","3","662","E","FOTE",0,0,0,0,0,0,0,0,129,14,"NY","08/26/21 00:00:00","Y",,
2847,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"3","2","3","665","E","FOTE",0,0,0,0,0,0,0,0,50,13,"NY","08/26/21 00:00:00","Y",,
2848,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"4","2","3","668","E","FOTE",0,0,0,0,0,0,0,0,40,11,"NY","08/26/21 00:00:00","Y",,
2849,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"5","2","3","671","E","FOTE",0,0,0,0,0,0,0,0,30,7,"NY","08/27/21 00:00:00","Y",,
2850,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"6","2","3","674","E","FOTE",0,0,0,0,0,0,0,0,16,7,"NY","08/27/21 00:00:00","Y",,
2851,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"7","2","3","683","E","FOTE",0,0,0,0,0,0,0,0,5,2,"NY","08/27/21 00:00:00","Y",,
2852,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"8","2","3","685","E","FOTE",0,0,0,0,0,0,0,0,7,1,"NY","08/27/21 00:00:00","Y",,
2853,2021,"06/19/21 00:00:00","Bay Joyeux Islettes",,"1","2","3","691","E","FOTE",0,0,0,0,0,0,0,0,30,5,"NY","08/27/21 00:00:00","Y",,
2845,2021,"06/19/21 00:00:00","Barataria Bay 12",,"1","1","2","9747","E","FOTE",0,0,0,0,0,0,0,0,197,45,"RRR","08/27/21 00:00:00","Y",,
2846,2021,"06/19/21 00:00:00","Barataria Bay 12",,"2","1","2","9768","E","FOTE",0,0,0,0,0,0,0,0,35,13,"RRR","08/27/21 00:00:00","Y",,
93,2021,"06/16/21 00:00:00","Isle au Pitre",,"20","2","1","05770","E","SNEG",0,0,0,0,0,0,0,0,1,0,"RSW","08/24/21 00:00:00","Y",,
94,2021,"06/16/21 00:00:00","Isle au Pitre",,"20","2","1","05770","E","TRHE",0,0,0,0,0,0,0,0,0,1,"RSW","08/24/21 00:00:00","Y",,
95,2021,"06/16/21 00:00:00","Isle au Pitre",,"21","2","1","05769","E","BRPE",0,0,0,0,0,0,1,0,0,210,"RSW","08/25/21 00:00:00","Y",,
96,2021,"06/16/21 00:00:00","Isle au Pitre",,"21","2","1","05769","E","LAGU",0,0,0,0,0,0,0,0,16,18,"RSW","08/25/21 00:00:00","Y",,
97,2021,"06/16/21 00:00:00","Isle au Pitre",,"21","2","1","05769","E","TRHE",0,0,0,0,0,0,0,0,2,0,"RSW","08/25/21 00:00:00","Y",,
98,2021,"06/16/21 00:00:00","Isle au Pitre",,"22","1","1","05806","E","LAGU",0,0,0,0,0,0,0,0,0,2,"RSW","08/25/21 00:00:00","Y",,
99,2021,"06/16/21 00:00:00","Isle au Pitre",,"22","1","1","05806","E","SNEG",0,0,0,0,0,0,0,0,0,1,"RSW","08/25/21 00:00:00","Y",,
100,2021,"06/16/21 00:00:00","Isle au Pitre",,"22","1","1","05806","E","WHIB",0,0,0,0,0,0,0,0,0,9,"RSW","08/25/21 00:00:00","Y",,
101,2021,"06/16/21 00:00:00","Isle au Pitre",,"23","2","1","05828","E","LAGU",0,0,0,0,0,0,0,0,23,1,"RSW","08/26/21 00:00:00","Y",,
102,2021,"06/16/21 00:00:00","Isle au Pitre",,"24","2","1","05831","E","BRPE",28,0,0,0,0,0,13,0,0,8,"RSW","08/26/21 00:00:00","Y",,
103,2021,"06/16/21 00:00:00","Isle au Pitre",,"24","2","1","05831","E","LAGU",0,0,0,0,0,0,0,0,264,16,"RSW","08/26/21 00:00:00","Y",,
104,2021,"06/16/21 00:00:00","Isle au Pitre",,"25","2","1","05840","E","BRPE",69,0,0,0,0,0,10,0,0,13,"RSW","08/27/21 00:00:00","Y",,
105,2021,"06/16/21 00:00:00","Isle au Pitre",,"25","2","1","05840","E","GREG",0,0,0,0,0,0,0,0,0,1,"RSW","08/27/21 00:00:00","Y",,
106,2021,"06/16/21 00:00:00","Isle au Pitre",,"25","2","1","05840","E","LAGU",0,0,0,0,0,0,0,0,87,17,"RSW","08/27/21 00:00:00","Y",,
107,2021,"06/16/21 00:00:00","Isle au Pitre",,"25","2","1","05840","E","SNEG",0,0,0,0,0,0,0,0,1,0,"RSW","08/27/21 00:00:00","Y",,
108,2021,"06/16/21 00:00:00","Isle au Pitre",,"25","2","1","05840","E","TRHE",0,0,0,0,0,0,0,0,2,0,"RSW","08/27/21 00:00:00","Y",,
109,2021,"06/16/21 00:00:00","Isle au Pitre",,"26","2","1","05854","E","BRPE",10,0,0,0,0,0,1,0,0,15,"RSW","08/27/21 00:00:00","Y",,
110,2021,"06/16/21 00:00:00","Isle au Pitre",,"26","2","1","05854","E","LAGU",0,0,0,0,0,0,0,0,55,35,"RSW","08/27/21 00:00:00","Y",,
52,2021,"06/16/21 00:00:00","Isle au Pitre",,"3","1","1","05710","E","GBTE",0,0,0,0,0,0,0,0,8,2,"RSW","08/11/21 00:00:00","Y",,
53,2021,"06/16/21 00:00:00","Isle au Pitre",,"3","1","1","05710","E","LAGU",0,0,0,0,0,0,0,0,10,31,"RSW","08/11/21 00:00:00","Y",,
54,2021,"06/16/21 00:00:00","Isle au Pitre",,"3","1","1","05710","E","ROYT",0,0,0,0,0,0,0,0,0,1,"RSW","08/11/21 00:00:00","Y",,
55,2021,"06/16/21 00:00:00","Isle au Pitre",,"4","2","1","05692","E","LAGU",0,0,0,0,0,0,0,0,50,4,"RSW","08/13/21 00:00:00","Y",,
56,2021,"06/16/21 00:00:00","Isle au Pitre",,"5","2","1","05694","E","BRPE",0,0,0,0,0,0,0,0,0,45,"RSW","08/13/21 00:00:00","Y",,
57,2021,"06/16/21 00:00:00","Isle au Pitre",,"5","2","1","05694","E","LAGU",0,0,0,0,0,0,0,0,89,24,"RSW","08/13/21 00:00:00","Y",,
58,2021,"06/16/21 00:00:00","Isle au Pitre",,"6","2","1","05696","E","BRPE",0,0,0,0,0,0,0,0,0,38,"RSW","08/13/21 00:00:00","Y",,
59,2021,"06/16/21 00:00:00","Isle au Pitre",,"6","2","1","05696","E","LAGU",0,0,0,0,0,0,0,0,98,46,"RSW","08/13/21 00:00:00","Y",,
60,2021,"06/16/21 00:00:00","Isle au Pitre",,"7","2","1","05697","E","BRPE",14,0,0,0,0,0,0,0,0,4,"RSW","08/16/21 00:00:00","Y",,
61,2021,"06/16/21 00:00:00","Isle au Pitre",,"7","2","1","05697","E","LAGU",0,0,0,0,0,0,0,0,84,11,"RSW","08/16/21 00:00:00","Y",,
62,2021,"06/16/21 00:00:00","Isle au Pitre",,"8","2","1","05698","E","BRPE",32,0,0,0,0,0,8,0,0,3,"RSW","08/16/21 00:00:00","Y",,
63,2021,"06/16/21 00:00:00","Isle au Pitre",,"8","2","1","05698","E","LAGU",0,0,0,0,0,0,0,0,24,4,"RSW","08/16/21 00:00:00","Y",,
64,2021,"06/16/21 00:00:00","Isle au Pitre",,"9","2","1","05702","E","BRPE",17,0,0,0,0,0,1,0,0,36,"RSW","08/25/21 00:00:00","Y",,
65,2021,"06/16/21 00:00:00","Isle au Pitre",,"9","2","1","05702","E","LAGU",0,0,0,0,0,0,0,0,266,31,"RSW","08/25/21 00:00:00","Y",,
66,2021,"06/16/21 00:00:00","Isle au Pitre",,"9","2","1","05702","E","SNEG",0,0,0,0,0,0,0,0,0,1,"RSW","08/25/21 00:00:00","Y",,
67,2021,"06/16/21 00:00:00","Isle au Pitre",,"10","1","1","05717","E","BRPE",0,0,0,0,0,0,0,0,0,1,"RSW","08/19/21 00:00:00","Y",,
68,2021,"06/16/21 00:00:00","Isle au Pitre",,"10","1","1","05717","E","LAGU",0,0,0,0,0,0,0,0,75,10,"RSW","08/19/21 00:00:00","Y",,
69,2021,"06/16/21 00:00:00","Isle au Pitre",,"10","1","1","05717","E","ROYT",0,0,0,0,0,0,0,0,99,40,"RSW","08/19/21 00:00:00","Y",,
70,2021,"06/16/21 00:00:00","Isle au Pitre",,"10","1","1","05717","E","SATE",0,0,0,0,0,0,0,0,17,11,"RSW","08/19/21 00:00:00","Y",,
71,2021,"06/16/21 00:00:00","Isle au Pitre",,"11","1","1","05720","E","LAGU",0,0,0,0,0,0,0,0,27,4,"RSW","08/20/21 00:00:00","Y",,
72,2021,"06/16/21 00:00:00","Isle au Pitre",,"11","1","1","05720","E","ROYT",0,0,0,0,0,0,0,0,43,5,"RSW","08/20/21 00:00:00","Y",,
73,2021,"06/16/21 00:00:00","Isle au Pitre",,"11","1","1","05720","E","SATE",0,0,0,0,0,0,0,0,31,18,"RSW","08/20/21 00:00:00","Y",,
74,2021,"06/16/21 00:00:00","Isle au Pitre",,"12","1","1","05726","E","LAGU",0,0,0,0,0,0,0,0,37,9,"RSW","08/20/21 00:00:00","Y",,
75,2021,"06/16/21 00:00:00","Isle au Pitre",,"12","1","1","05726","E","ROYT",0,0,0,0,0,0,0,0,108,11,"RSW","08/20/21 00:00:00","Y",,
76,2021,"06/16/21 00:00:00","Isle au Pitre",,"12","1","1","05726","E","SATE",0,0,0,0,0,0,0,0,153,30,"RSW","08/20/21 00:00:00","Y",,
77,2021,"06/16/21 00:00:00","Isle au Pitre",,"13","1","1","05752","E","LAGU",0,0,0,0,0,0,0,0,27,8,"RSW","08/23/21 00:00:00","Y",,
1,2021,"06/16/21 00:00:00","Half Moon Island",,"1","1","1","04751","E","SNEG",0,4,0,0,0,0,0,0,4,3,"RSW","07/13/21 00:00:00","Y",,
2,2021,"06/16/21 00:00:00","Half Moon Island",,"1","1","1","04751","E","TRHE",0,0,0,0,0,0,0,0,5,12,"RSW","07/13/21 00:00:00","Y",,
3,2021,"06/16/21 00:00:00","Half Moon Island",,"1","1","1","04751","E","WHIB",0,0,0,0,0,0,0,0,0,1,"RSW","07/13/21 00:00:00","Y",,
4,2021,"06/16/21 00:00:00","Half Moon Island",,"2","1","1","04768","E","LAGU",0,0,0,0,0,0,0,0,0,1,"RSW","07/13/21 00:00:00","Y",,
5,2021,"06/16/21 00:00:00","Half Moon Island",,"2","1","1","04768","E","SNEG",0,0,0,0,0,0,0,0,1,1,"RSW","07/13/21 00:00:00","Y",,
6,2021,"06/16/21 00:00:00","Half Moon Island",,"2","1","1","04768","E","TRHE",0,0,0,0,0,0,0,0,2,5,"RSW","07/13/21 00:00:00","Y",,
7,2021,"06/16/21 00:00:00","Half Moon Island",,"3","1","1","04772","E","SNEG",0,0,0,0,0,0,0,0,2,0,"RSW","07/13/21 00:00:00","Y",,
8,2021,"06/16/21 00:00:00","Half Moon Island",,"3","1","1","04772","E","TRHE",0,0,0,0,0,0,0,0,3,1,"RSW","07/14/21 00:00:00","Y",,
9,2021,"06/16/21 00:00:00","Half Moon Island",,"4","1","1","04789","E","SNEG",0,2,2,0,0,0,0,0,0,24,"RSW","07/14/21 00:00:00","Y",,
10,2021,"06/16/21 00:00:00","Half Moon Island",,"4","1","1","04789","E","TRHE",0,0,0,0,0,0,0,0,18,15,"RSW","07/14/21 00:00:00","Y",,
11,2021,"06/16/21 00:00:00","Half Moon Island",,"5","1","1","04793","E","LAGU",0,0,0,0,0,0,0,0,0,1,"RSW","07/14/21 00:00:00","Y",,
12,2021,"06/16/21 00:00:00","Half Moon Island",,"5","1","1","04793","E","TRHE",0,0,0,0,0,0,0,0,2,1,"RSW","07/14/21 00:00:00","Y",,
13,2021,"06/16/21 00:00:00","Half Moon Island",,"6","1","1","04794","E","LAGU",0,0,0,0,0,0,0,0,0,1,"RSW","07/14/21 00:00:00","Y",,
14,2021,"06/16/21 00:00:00","Half Moon Island",,"6","1","1","04794","E","SNEG",0,2,0,0,0,0,0,0,2,2,"RSW","07/14/21 00:00:00","Y",,
15,2021,"06/16/21 00:00:00","Half Moon Island",,"6","1","1","04794","E","TRHE",0,0,0,0,0,0,0,0,6,3,"RSW","07/14/21 00:00:00","Y",,
16,2021,"06/16/21 00:00:00","Half Moon Island",,"7","1","1","04796","E","TRHE",0,0,0,0,0,0,0,0,1,1,"RSW","07/15/21 00:00:00","Y",,
17,2021,"06/16/21 00:00:00","Half Moon Island",,"8","1","1","04811","E","BLSK",0,0,0,0,0,0,0,0,40,60,"RSW","07/15/21 00:00:00","Y",,
18,2021,"06/16/21 00:00:00","Half Moon Island",,"8","1","1","04811","E","GBTE",0,0,0,0,0,0,0,0,16,14,"RSW","07/15/21 00:00:00","Y",,
19,2021,"06/16/21 00:00:00","Half Moon Island",,"8","1","1","04811","E","ROYT",0,0,0,0,0,0,0,0,0,25,"RSW","07/15/21 00:00:00","Y",,
20,2021,"06/16/21 00:00:00","Half Moon Island",,"9","1","1","04813","E","BLSK",0,0,0,0,0,0,0,0,14,24,"RSW","07/15/21 00:00:00","Y",,
21,2021,"06/16/21 00:00:00","Half Moon Island",,"9","1","1","04813","E","GBTE",0,0,0,0,0,0,0,0,6,2,"RSW","07/15/21 00:00:00","Y",,
22,2021,"06/16/21 00:00:00","Half Moon Island",,"9","1","1","04813","E","ROYT",0,0,0,0,0,0,0,0,0,15,"RSW","07/15/21 00:00:00","Y",,
23,2021,"06/16/21 00:00:00","Half Moon Island",,"10","1","1","04816","E","LAGU",0,0,0,0,0,0,0,0,0,6,"RSW","07/15/21 00:00:00","Y",,
24,2021,"06/16/21 00:00:00","Half Moon Island",,"10","1","1","04816","E","ROYT",0,0,0,0,0,0,0,0,0,3,"RSW","07/15/21 00:00:00","Y",,
25,2021,"06/16/21 00:00:00","Half Moon Island",,"11","1","1","04871","E","SNEG",0,0,0,0,0,0,0,0,2,0,"RSW","07/15/21 00:00:00","Y",,
26,2021,"06/16/21 00:00:00","Half Moon Island",,"11","1","1","04871","E","TRHE",0,0,0,0,0,0,0,0,0,1,"RSW","07/15/21 00:00:00","Y",,
27,2021,"06/16/21 00:00:00","Half Moon Island",,"12","1","1","04880","E","SNEG",0,0,1,0,0,0,0,0,8,11,"RSW","07/15/21 00:00:00","Y",,
28,2021,"06/16/21 00:00:00","Half Moon Island",,"12","1","1","04880","E","TRHE",0,0,0,0,0,0,0,0,6,2,"RSW","07/15/21 00:00:00","Y",,
29,2021,"06/16/21 00:00:00","Half Moon Island",,"12","1","1","04880","E","WHIB",0,0,0,0,0,0,0,0,17,15,"RSW","07/15/21 00:00:00","Y",,
30,2021,"06/16/21 00:00:00","Half Moon Island",,"13","1","1","04887","E","LAGU",0,0,0,0,0,0,0,0,0,1,"RSW","07/15/21 00:00:00","Y",,
31,2021,"06/16/21 00:00:00","Half Moon Island",,"13","1","1","04887","E","SNEG",0,0,0,0,0,0,0,0,6,17,"RSW","07/15/21 00:00:00","Y",,
32,2021,"06/16/21 00:00:00","Half Moon Island",,"13","1","1","04887","E","TRHE",0,0,0,0,0,0,0,0,5,1,"RSW","07/15/21 00:00:00","Y",,
33,2021,"06/16/21 00:00:00","Half Moon Island",,"13","1","1","04887","E","WHIB",0,0,0,0,0,0,0,0,7,6,"RSW","07/15/21 00:00:00","Y",,
34,2021,"06/16/21 00:00:00","Half Moon Island",,"14","1","1","04916","E","BLSK",0,0,0,0,0,0,0,0,82,192,"RSW","07/15/21 00:00:00","Y",,
35,2021,"06/16/21 00:00:00","Half Moon Island",,"14","1","1","04916","E","GBTE",0,0,0,0,0,0,0,0,8,12,"RSW","07/15/21 00:00:00","Y",,
36,2021,"06/16/21 00:00:00","Half Moon Island",,"14","1","1","04916","E","LAGU",0,0,0,0,0,0,0,0,1,6,"RSW","07/15/21 00:00:00","Y",,
37,2021,"06/16/21 00:00:00","Half Moon Island",,"15","1","1","04919","E","BLSK",0,0,0,0,0,0,0,0,5,6,"RSW","08/02/21 00:00:00","Y",,
38,2021,"06/16/21 00:00:00","Half Moon Island",,"15","1","1","04919","E","LAGU",0,0,0,0,0,0,0,0,2,13,"RSW","08/02/21 00:00:00","Y",,
39,2021,"06/16/21 00:00:00","Half Moon Island",,"15","1","1","04919","E","WILL",0,0,0,0,0,0,0,0,0,1,"RSW","08/02/21 00:00:00","Y",,
40,2021,"06/16/21 00:00:00","Half Moon Island",,"16","1","1","04958","E","FOTE",0,0,0,0,0,0,0,0,0,12,"RSW","08/05/21 00:00:00","Y",,
41,2021,"06/16/21 00:00:00","Half Moon Island",,"16","1","1","04958","E","LAGU",0,0,0,0,0,0,0,0,0,8,"RSW","08/05/21 00:00:00","Y",,
42,2021,"06/16/21 00:00:00","Half Moon Island",,"17","1","1","04959","E","FOTE",0,0,0,0,0,0,0,0,0,9,"RSW","08/05/21 00:00:00","Y",,
43,2021,"06/16/21 00:00:00","Isle au Pitre",,"1","2","1","05688","E","BRPE",5,0,0,0,0,0,1,0,0,153,"RSW","08/10/21 00:00:00","Y",,
44,2021,"06/16/21 00:00:00","Isle au Pitre",,"1","2","1","05688","E","LAGU",0,0,0,0,0,0,0,0,0,3,"RSW","08/10/21 00:00:00","Y",,
45,2021,"06/16/21 00:00:00","Isle au Pitre",,"1","2","1","05688","E","ROYT",0,0,0,0,0,0,0,0,0,9,"RSW","08/10/21 00:00:00","Y",,
46,2021,"06/16/21 00:00:00","Isle au Pitre",,"2","2","1","05691","E","BLSK",0,0,0,0,0,0,0,0,0,7,"RSW","08/10/21 00:00:00","Y",,
47,2021,"06/16/21 00:00:00","Isle au Pitre",,"2","2","1","05691","E","BRPE",5,0,0,0,0,0,4,3,0,72,"RSW","08/10/21 00:00:00","Y",,
48,2021,"06/16/21 00:00:00","Isle au Pitre",,"2","2","1","05691","E","LAGU",0,0,0,0,0,0,0,0,42,47,"RSW","08/10/21 00:00:00","Y",,
49,2021,"06/16/21 00:00:00","Isle au Pitre",,"2","2","1","05691","E","ROYT",0,0,0,0,0,0,0,0,0,11,"RSW","08/10/21 00:00:00","Y",,
50,2021,"06/16/21 00:00:00","Isle au Pitre",,"3","1","1","05710","E","BLSK",0,0,0,0,0,0,0,0,21,12,"RSW","08/11/21 00:00:00","Y",,
51,2021,"06/16/21 00:00:00","Isle au Pitre",,"3","1","1","05710","E","BRPE",0,0,0,0,0,0,0,0,0,22,"RSW","08/11/21 00:00:00","Y",,
78,2021,"06/16/21 00:00:00","Isle au Pitre",,"13","1","1","05752","E","ROYT",0,0,0,0,0,0,0,0,196,27,"RSW","08/23/21 00:00:00","Y",,
