AutoID,Year,Date,ColonyName,DottingAreaNumber,CameraNumber,CardNumber,PhotoNumber,PQ,SpeciesCode,WBN,ChickNestw/outAdult,AbandNest,EmptyNest,PBN,Site,Brood,OtherAdultsInColony,OtherImmInColony,Chicks/Nestlings,RoostingBirds,RoostingAdults,RoostingImmatures,UnknownAge,Dotter,DateDotted,BestForBPE?,Notes,AdditionalNotes
,2011,"05/19/11 00:00:00","Half Moon Island","15","1","7","880","E","TRHE",0,3,0,0,0,9,0,0,0,6,0,0,0,0,"SLF","10/21/13 00:00:00","Y","Oil visible. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","15","1","7","880","E","SNEG",0,2,0,0,0,0,0,0,0,4,0,0,0,0,"SLF","10/21/13 00:00:00","Y","Oil visible. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","16","2","6","416","E","TRHE",0,7,0,0,0,22,0,0,0,14,0,0,0,0,"SLF","10/21/13 00:00:00","Y","WHIB present, not dotted. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","16","2","6","416","E","SNEG",0,7,0,0,0,8,0,0,0,14,0,0,0,0,"SLF","10/21/13 00:00:00","Y","WHIB present, not dotted. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","17","2","6","417","E","TRHE",0,1,0,0,0,2,0,0,0,2,0,0,0,0,"SLF","10/22/13 00:00:00","Y","Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","17","2","6","417","E","SNEG",0,0,0,0,0,4,0,0,0,0,0,0,0,0,"SLF","10/22/13 00:00:00","Y",,
,2011,"05/19/11 00:00:00","Half Moon Island","18","2","6","389","E","TRHE",0,12,0,0,0,5,0,0,0,24,0,0,0,0,"SLF","10/22/13 00:00:00","Y","Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","19","2","6","391","E","TRHE",0,6,0,0,0,9,0,0,0,12,0,0,0,0,"SLF","10/22/13 00:00:00","Y","Oil visible. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","19","2","6","391","E","SNEG",0,1,0,0,0,1,0,0,0,2,0,0,0,0,"SLF","10/22/13 00:00:00","Y","Oil visible. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","20","2","6","393","E","TRHE",0,23,0,0,0,22,0,0,0,46,0,0,0,0,"SLF","10/22/13 00:00:00","Y","WHIB present, not dotted. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","20","2","6","393","E","SNEG",0,5,0,0,0,4,0,0,0,10,0,0,0,0,"SLF","10/22/13 00:00:00","Y","WHIB present, not dotted. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","21","2","6","411","E","TRHE",0,1,0,0,0,10,0,0,0,2,0,0,0,0,"SLF","10/22/13 00:00:00","Y","WHIB present, not dotted. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","22","2","6","403","E","TRHE",0,38,0,0,0,20,0,0,0,76,0,0,0,0,"SLF","10/22/13 00:00:00","Y","WHIB present, not dotted. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","22","2","6","403","E","SNEG",0,13,0,0,0,21,0,0,0,26,0,0,0,0,"SLF","10/22/13 00:00:00","Y","WHIB present, not dotted. Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","23","1","7","869","E","TRHE",0,9,0,0,0,4,0,0,0,18,0,0,0,0,"SLF","10/22/13 00:00:00","Y","Chicks estimated not by dotting, but by multiplying the average number of chicks per nest (2) by the number of chick nests w/o adult.  This will be a low estimate.",
,2011,"05/19/11 00:00:00","Half Moon Island","23","1","7","869","E","SNEG",0,0,0,0,0,3,0,0,0,0,0,0,0,0,"SLF","10/22/13 00:00:00","Y",,
178,2012,"05/30/12 00:00:00","Flag Island South","4","1","1","0895","E","SATE",0,0,0,0,0,445,0,151,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
179,2012,"05/30/12 00:00:00","Flag Island South","4","1","1","0895","E","ROYT",0,0,0,0,0,51,0,33,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
180,2012,"05/30/12 00:00:00","Flag Island South","4","1","1","0895","E","BLSK",0,0,0,0,0,4,0,3,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
181,2012,"05/30/12 00:00:00","Flag Island South","4","1","1","0895","E","GBTE",0,0,0,0,0,5,0,1,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
182,2012,"05/30/12 00:00:00","Flag Island South","5","1","1","0928","E","BLSK",0,0,0,0,0,22,0,21,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
183,2012,"05/30/12 00:00:00","Flag Island South","5","1","1","0928","E","GBTE",0,0,0,0,0,3,0,3,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
184,2012,"05/30/12 00:00:00","Flag Island South","5","1","1","0928","E","LETE",0,0,0,0,0,4,0,1,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
185,2012,"05/30/12 00:00:00","Flag Island South","6","1","1","0901","E","BLSK",0,0,0,0,0,21,0,21,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
186,2012,"05/30/12 00:00:00","Flag Island South","6","1","1","0901","E","GBTE",0,0,0,0,0,2,0,2,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
187,2012,"05/30/12 00:00:00","Flag Island South","7","1","1","0835","E","BLSK",0,0,0,0,0,74,0,65,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
188,2012,"05/30/12 00:00:00","Flag Island South","7","1","1","0835","E","GBTE",0,0,0,0,0,3,0,1,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
189,2012,"05/30/12 00:00:00","Flag Island South","7","1","1","0835","E","LETE",0,0,0,0,0,5,0,1,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
190,2012,"05/30/12 00:00:00","Flag Island South","8","1","1","0837","E","BLSK",0,0,0,0,0,8,0,10,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
191,2012,"05/30/12 00:00:00","Flag Island South","9","1","1","0840","E","BLSK",0,0,0,0,0,21,0,26,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
192,2012,"05/30/12 00:00:00","Flag Island South","9","1","1","0840","E","GBTE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
193,2012,"05/30/12 00:00:00","Flag Island South","10","2","2","0081","E","BLSK",0,0,0,0,0,25,0,22,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
194,2012,"05/30/12 00:00:00","Flag Island South","10","2","2","0081","E","GBTE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
195,2012,"05/30/12 00:00:00","Flag Island South","11","2","2","0084","E","BLSK",0,0,0,0,0,13,0,15,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
196,2012,"05/30/12 00:00:00","Flag Island South","11","2","2","0084","E","LAGU",0,0,0,0,0,0,0,6,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
197,2012,"05/30/12 00:00:00","Flag Island South","12","2","2","0060","E","BLSK",0,0,0,0,0,23,0,19,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
198,2012,"05/30/12 00:00:00","Flag Island South","12","2","2","0060","E","GBTE",0,0,0,0,0,3,0,1,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
199,2012,"05/30/12 00:00:00","Flag Island South","13","2","2","0139","G","BLSK",0,0,0,0,0,24,0,44,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
200,2012,"05/30/12 00:00:00","Flag Island South","13","2","2","0139","G","GBTE",0,0,0,0,0,5,0,2,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
201,2012,"05/30/12 00:00:00","Flag Island South","13","2","2","0139","G","LETE",0,0,0,0,0,6,0,2,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
202,2012,"05/30/12 00:00:00","Flag Island South","13","2","2","0139","G","BRPE",0,0,0,0,0,0,0,125,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y","along shoreline in other Cam2 pics; roosters of other spp. not counted",
203,2012,"05/30/12 00:00:00","Apalachicola Bird Island","1","1","2","0005","E","BRPE",93,3,0,0,0,0,0,14,0,97,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
169,2011,"05/17/11 00:00:00","Barataria Bay 6","2","1","2","0756","E","FOTE",0,0,0,0,0,80,0,60,0,0,0,0,0,0,"PJC","07/04/13 00:00:00","Y","Bird total included about 45 birds in an apparent club (territorial spacing in non-breeding habitat)",
170,2011,"05/17/11 00:00:00","Barataria Bay 6","3","1","2","0783","E","FOTE",0,0,0,0,0,61,0,11,0,0,0,0,0,0,"PJC","07/04/13 00:00:00","Y",,
171,2011,"05/17/11 00:00:00","Barataria Bay 5 AB","1","1","3","0005","E","FOTE",0,0,0,0,0,84,0,9,0,0,0,0,0,0,"PJC","07/05/13 00:00:00","Y",,
172,2011,"05/17/11 00:00:00","Barataria Bay 5 AB","2","1","3","0008","E","FOTE",0,0,0,0,0,60,0,6,0,0,0,0,0,0,"PJC","07/05/13 00:00:00","Y",,
173,2011,"05/17/11 00:00:00","Manilla Island","1","1","3","0426","E","FOTE",0,0,0,0,0,3,0,0,0,0,0,0,0,0,"PJC","07/05/13 00:00:00","N","other FOTE flying over the island too (prospecting?)",
174,2012,"05/30/12 00:00:00","Flag Island South","1","1","1","0864","E","CATE",0,0,0,0,0,32,0,6,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
175,2012,"05/30/12 00:00:00","Flag Island South","2","1","1","0867","E","CATE",0,0,0,0,0,9,0,4,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
176,2012,"05/30/12 00:00:00","Flag Island South","3","1","1","0880","E","CATE",0,0,0,0,0,63,0,21,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
177,2012,"05/30/12 00:00:00","Flag Island South","3","1","1","0880","E","SATE",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"PJC","07/15/13 00:00:00","Y",,
204,2012,"05/30/12 00:00:00","Apalachicola Bird Island","2","2","2","0242","G","BRPE",121,0,0,0,1,0,0,9,0,97,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
205,2012,"05/30/12 00:00:00","Apalachicola Bird Island","3","2","2","0254","G","BRPE",38,0,0,0,0,0,0,4,0,3,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
206,2012,"05/30/12 00:00:00","Apalachicola Bird Island","4","1","2","0027","E","BRPE",121,0,0,0,0,0,0,5,0,50,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
207,2012,"05/30/12 00:00:00","Apalachicola Bird Island","5","2","2","0244","E","BRPE",162,0,0,0,0,0,0,1,0,61,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
208,2012,"05/30/12 00:00:00","Apalachicola Bird Island","6","2","2","0246","E","BRPE",214,0,0,0,0,0,0,1,0,34,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
209,2012,"05/30/12 00:00:00","Apalachicola Bird Island","7","2","2","0247","E","BRPE",75,0,0,0,0,0,0,1,0,1,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
210,2012,"05/30/12 00:00:00","Apalachicola Bird Island","8","2","2","0228","E","BRPE",96,0,0,0,0,0,0,0,0,0,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
211,2012,"05/30/12 00:00:00","Apalachicola Bird Island","9","2","2","0230","E","BRPE",70,0,0,0,1,0,1,0,0,0,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
212,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","1","1","2","0097","E","BRPE",106,0,0,0,6,0,0,15,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
213,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","1","1","2","0097","E","GREG",0,0,0,0,0,5,0,0,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
214,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","1","1","2","0097","E","LAGU",0,0,0,0,0,9,0,4,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
215,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","2","1","2","0100","E","BRPE",169,0,0,0,0,0,0,13,0,20,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
216,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","2","1","2","0100","E","GREG",0,0,0,0,0,13,0,1,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
217,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","2","1","2","0100","E","LAGU",0,0,0,0,0,3,0,9,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
218,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","3","1","2","0111","E","BRPE",24,0,0,0,6,0,0,48,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
219,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","3","1","2","0111","E","GREG",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
220,2012,"05/30/12 00:00:00","Lanark Reef-Pelican Lump","3","1","2","0111","E","LAGU",0,0,0,0,0,18,0,1,0,0,0,0,0,0,"PJC","07/16/13 00:00:00","Y",,
221,2011,"05/19/11 00:00:00","Martin Island","1","2","7","0498","E","BRPE",0,0,0,0,0,0,0,231,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y",,
222,2011,"05/19/11 00:00:00","Martin Island","1","2","7","0498","E","AWPE",0,0,0,0,0,0,0,8,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y",,
223,2011,"05/19/11 00:00:00","Martin Island","2","2","7","0465","E","FOTE",0,0,0,0,0,36,0,1,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y",,
224,2011,"05/19/11 00:00:00","Martin Island","3","1","9","0390","E","FOTE",0,0,0,0,0,64,0,9,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y",,
225,2011,"05/19/11 00:00:00","Martin Island","4","1","9","0398","E","FOTE",0,0,0,0,0,13,0,1,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y",,
226,2011,"05/19/11 00:00:00","Martin Island","5","1","9","0360","E","BLSK",0,0,0,0,0,20,0,42,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y",,
227,2011,"05/19/11 00:00:00","Martin Island","5","1","9","0360","E","BRPE",0,0,0,0,0,0,0,225,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y",,
228,2011,"05/19/11 00:00:00","Martin Island","5","1","9","0360","P","LAGU",0,0,0,0,0,100,0,150,0,0,0,0,0,0,"PJC","07/20/13 00:00:00","Y","visual estimate from scanning through all photos of island",
229,2011,"05/19/11 00:00:00","Martin Island","5","1","9","0360","G","UNTE",0,0,0,0,0,0,0,60,0,0,0,0,0,0,"PJC","07/14/13 00:00:00","Y",,
230,2012,"05/28/12 00:00:00","Biloxi North 35","1","2","2","0008","E","CATE",0,0,0,0,0,14,0,5,0,0,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
231,2012,"05/28/12 00:00:00","Biloxi North 35","1","2","2","0008","E","ROYT",0,0,0,0,0,31,0,4,0,0,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
232,2012,"06/19/12 00:00:00","Biloxi North 35","1","1","5","0004","E","TRHE",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
233,2012,"06/19/12 00:00:00","Biloxi North 35","1","1","5","0004","E","WHIB",0,0,0,0,0,88,0,4,0,11,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
234,2012,"06/19/12 00:00:00","Biloxi North 35","1","1","5","0004","E","ROSP",0,0,0,0,0,4,0,2,0,2,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
235,2012,"06/19/12 00:00:00","Biloxi North 35","1","1","5","0004","E","WHEG",0,0,0,0,0,6,0,0,0,15,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
236,2012,"06/19/12 00:00:00","Biloxi North 35","1","1","5","0004","E","GREG",0,0,0,0,0,1,3,0,0,9,0,0,0,0,"PJC","07/21/13 00:00:00","Y","Broods added after the fact to account for chick/site discrepancy",
237,2012,"06/19/12 00:00:00","Biloxi North 35","2","1","5","0008","E","WHIB",0,0,0,0,0,122,0,25,0,27,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
238,2012,"06/19/12 00:00:00","Biloxi North 35","2","1","5","0008","E","ROSP",0,0,0,0,0,3,0,9,0,4,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
239,2012,"06/19/12 00:00:00","Biloxi North 35","2","1","5","0008","G","GREG",0,0,0,0,0,12,0,0,0,10,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
240,2012,"06/19/12 00:00:00","Biloxi North 35","2","1","5","0008","G","SNEG",0,0,0,0,0,2,0,0,0,3,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
241,2012,"06/19/12 00:00:00","Biloxi North 35","2","1","5","0008","G","WHEG",0,0,0,0,0,0,16,0,0,30,0,0,0,0,"PJC","07/21/13 00:00:00","Y","chick count approximate based on Brood count; did not dot all wandering WHEG chicks",
242,2012,"06/19/12 00:00:00","Biloxi North 35","3","1","5","0011","E","WHIB",0,0,0,0,0,49,0,4,0,2,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
243,2012,"06/19/12 00:00:00","Biloxi North 35","3","1","5","0011","G","WHEG",0,0,0,0,0,0,5,0,0,15,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
244,2012,"06/19/12 00:00:00","Biloxi North 35","3","1","5","0011","G","SNEG",0,0,0,0,0,3,0,0,0,1,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
245,2012,"06/19/12 00:00:00","Biloxi North 35","3","1","5","0011","E","LBHE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PJC","07/21/13 00:00:00","Y",,
9,2011,"05/17/11 00:00:00","Wine Island","3","1","2","0263","E","SATE",0,0,0,0,0,963,0,86,0,0,0,0,0,0,"PJC","04/28/13 00:00:00","Y",,
10,2011,"05/17/11 00:00:00","Wine Island","4","1","2","0270","E","ROYT",0,0,0,0,0,60,0,3,0,0,0,0,0,0,"PJC","04/28/13 00:00:00","Y",,
11,2011,"05/17/11 00:00:00","Wine Island","4","1","2","0270","E","SATE",0,0,0,0,0,0,0,4,0,0,0,0,0,0,"PJC","04/28/13 00:00:00","Y",,
12,2011,"05/17/11 00:00:00","Wine Island","4","1","2","0270","E","BRPE",7,0,0,0,0,0,0,5,0,0,0,0,0,0,"PJC","04/28/13 00:00:00","Y",,
13,2011,"05/17/11 00:00:00","Wine Island","5","1","2","0249","E","ROYT",0,0,0,0,0,971,0,89,0,0,0,0,0,0,"PJC","04/29/13 00:00:00","Y",,
14,2011,"05/17/11 00:00:00","Wine Island","5","1","2","0249","E","SATE",0,0,0,0,0,678,0,67,0,0,0,0,0,0,"PJC","04/29/13 00:00:00","Y",,
15,2011,"05/17/11 00:00:00","Wine Island","6","1","2","0253","E","ROYT",0,0,0,0,0,551,0,42,0,0,0,0,0,0,"PJC","04/29/13 00:00:00","Y",,
16,2011,"05/17/11 00:00:00","Wine Island","6","1","2","0253","E","SATE",0,0,0,0,0,583,0,116,0,0,0,0,0,0,"PJC","04/29/13 00:00:00","Y",,
17,2011,"05/17/11 00:00:00","Wine Island","7","1","2","0296","E","ROYT",0,0,0,0,0,0,0,11,0,0,0,0,0,0,"PJC","05/01/13 00:00:00","Y",,
18,2011,"05/17/11 00:00:00","Wine Island","7","1","2","0296","E","SATE",0,0,0,0,0,0,0,9,0,0,0,0,0,0,"PJC","05/01/13 00:00:00","Y",,
